,Слово,"Частота встречи,раз",Частота встречи в %
27951,подозвать,1,0.0
27952,собирали,1,0.0
27953,поскакало,2,0.0
27954,подъехавшими,1,0.0
27955,сведений,8,0.0
27956,дравшийся,1,0.0
27957,тороках,2,0.0
27958,подбит,1,0.0
27959,мышастая,1,0.0
27960,судись,1,0.0
27961,хватает,2,0.0
27962,враждебная,1,0.0
27963,илагинская,2,0.0
27964,сочувствующими,1,0.0
27965,илагин,14,0.0
27966,ссоре,3,0.0
27967,процессе,2,0.0
27968,охотился,1,0.0
27969,острову,2,0.0
27970,охотились,1,0.0
27971,илагина,3,0.0
27972,суждениях,2,0.0
27973,слухам,3,0.0
27974,своевольстве,1,0.0
27975,помещика,4,0.0
27976,злейшим,1,0.0
27977,арапник,3,0.0
27978,решительные,3,0.0
27979,уступ,1,0.0
27980,подвигающегося,1,0.0
27981,бобровом,1,0.0
27982,сопутствуемого,2,0.0
27983,стремянными,1,0.0
27984,илагине,1,0.0
27985,представительного,1,0.0
27986,желавшего,4,0.0
27987,бобровый,3,0.0
27988,позволившего,1,0.0
27989,боявшаяся,1,0.0
27990,наделает,1,0.0
27991,раскланиваются,1,0.0
27992,диану,1,0.0
27993,угорь,1,0.0
27994,версте,4,0.0
27995,насыпано,1,0.0
27996,зайцев,1,0.0
27997,увеличившаяся,1,0.0
27998,илагинского,1,0.0
27999,угоря,1,0.0
28000,разровнялись,1,0.0
28001,соперниц,1,0.0
28002,чистопсовая,1,0.0
28003,узенькая,1,0.0
28004,стальными,1,0.0
28005,мышцами,1,0.0
28006,щипцом,1,0.0
28007,мордой,1,0.0
28008,краснопегая,2,0.0
28009,сучка,2,0.0
28010,илагинских,2,0.0
28011,сучке,1,0.0
28012,милке,1,0.0
28013,степенного,1,0.0
28014,урожае,3,0.0
28015,краснопегую,2,0.0
28016,суку,1,0.0
28017,резва,1,0.0
28018,ерзу,3,0.0
28019,соседу,1,0.0
28020,умолотом,1,0.0
28021,хвалятся,1,0.0
28022,отплатить,2,0.0
28023,бросившуюся,1,0.0
28024,шириной,1,0.0
28025,ладна,1,0.0
28026,стремянному,1,0.0
28027,лежачего,2,0.0
28028,завистливы,1,0.0
28029,веселит,1,0.0
28030,проехаться,5,0.0
28031,съедешься,1,0.0
28032,шкуры,3,0.0
28033,поймает,2,0.0
28034,полюбоваться,1,0.0
28035,травлю,2,0.0
28036,сужу,2,0.0
28037,ату,4,0.0
28038,протяжный,3,0.0
28039,полубугре,1,0.0
28040,протяжно,2,0.0
28041,поднятый,2,0.0
28042,означали,1,0.0
28043,подозрил,1,0.0
28044,потравим,1,0.0
28045,соперников,1,0.0
28046,поровнять,1,0.0
28047,оборвут,1,0.0
28048,илагиным,1,0.0
28049,зайцу,4,0.0
28050,подозрившему,2,0.0
28051,никанорыч,1,0.0
28052,дядюшке,5,0.0
28053,насупившись,1,0.0
28054,плачены,1,0.0
28055,тысячные,2,0.0
28056,померяйте,1,0.0
28057,ругай,6,0.0
28058,ругаюшка,2,0.0
28059,уменьшительным,1,0.0
28060,возлагаемую,1,0.0
28061,скрываемое,1,0.0
28062,волновалась,1,0.0
28063,полугорке,2,0.0
28064,заворачивали,1,0.0
28065,двигалось,5,0.0
28066,чуя,3,0.0
28067,завтрашнему,2,0.0
28068,вылежал,1,0.0
28069,смычках,1,0.0
28070,зайцем,5,0.0
28071,сворах,1,0.0
28072,выжлятники,1,0.0
28073,сбивая,2,0.0
28074,резвый,1,0.0
28075,вскочив,2,0.0
28076,раздавшемуся,1,0.0
28077,подпуская,1,0.0
28078,жнивьях,1,0.0
28079,топко,1,0.0
28080,подозрившего,1,0.0
28081,воззрились,1,0.0
28082,заложились,1,0.0
28083,подвинулись,6,0.0
28084,ерза,4,0.0
28085,наддала,1,0.0
28086,нацелившись,1,0.0
28087,покатилась,1,0.0
28088,выгнул,1,0.0
28089,шибче,2,0.0
28090,ерзы,1,0.0
28091,вынеслась,1,0.0
28092,милушка,1,0.0
28093,торжествующий,1,0.0
28094,ударит,1,0.0
28095,подхватит,1,0.0
28096,отсел,1,0.0
28097,насела,1,0.0
28098,русака,3,0.0
28099,повисла,1,0.0
28100,примеряясь,3,0.0
28101,ошибиться,5,0.0
28102,ерзынька,1,0.0
28103,сестрица,2,0.0
28104,плачущий,1,0.0
28105,вняла,1,0.0
28106,мольбам,1,0.0
28107,схватит,1,0.0
28108,вихнул,1,0.0
28109,выкатил,1,0.0
28110,рубеж,1,0.0
28111,зеленями,1,0.0
28112,жнивьем,1,0.0
28113,дышловая,1,0.0
28114,выровнялись,1,0.0
28115,рубеже,2,0.0
28116,русаку,1,0.0
28117,горбатый,1,0.0
28118,сравнялся,1,0.0
28119,самоотвержением,2,0.0
28120,рубежа,1,0.0
28121,злей,2,0.0
28122,грязным,1,0.0
28123,пачкая,1,0.0
28124,покатился,1,0.0
28125,отпазанчил,1,0.0
28126,стекала,1,0.0
28127,бегая,1,0.0
28128,рублевых,1,0.0
28129,обижали,1,0.0
28130,пазанку,1,0.0
28131,отрезанную,2,0.0
28132,лапку,2,0.0
28133,налипшею,1,0.0
28134,землей,3,0.0
28135,заслужил,2,0.0
28136,вымахалась,1,0.0
28137,угонки,2,0.0
28138,осеклась,1,0.0
28139,дворняшка,2,0.0
28140,переводивший,1,0.0
28141,скачки,1,0.0
28142,звенело,1,0.0
28143,визгом,3,0.0
28144,выражали,4,0.0
28145,единовременным,1,0.0
28146,визг,3,0.0
28147,странен,3,0.0
28148,стыдиться,3,0.0
28149,визга,1,0.0
28150,удивиться,1,0.0
28151,второчил,1,0.0
28152,упрекая,2,0.0
28153,перекидыванием,1,0.0
28154,каураго,1,0.0
28155,оскорбленные,1,0.0
28156,притворство,1,0.0
28157,испачканною,1,0.0
28158,побрякивая,4,0.0
28159,железкой,1,0.0
28160,победителя,2,0.0
28161,коснется,1,0.0
28162,польщен,3,0.0
28163,удостоивает,2,0.0
28164,распростился,1,0.0
28165,оказался,1,0.0
28166,михайловке,2,0.0
28167,отдохнули,1,0.0
28168,графинечку,1,0.0
28169,отвезли,1,0.0
28170,дрожках,1,0.0
28171,малых,7,0.0
28172,парадное,2,0.0
28173,пределов,4,0.0
28174,заглядывали,1,0.0
28175,показываемом,1,0.0
28176,чуде,1,0.0
28177,аринка,1,0.0
28178,бочкю,1,0.0
28179,подол,1,0.0
28180,болтается,1,0.0
28181,рожок,1,0.0
28182,ножик,7,0.0
28183,татарка,1,0.0
28184,перекувыркнулась,1,0.0
28185,смелая,1,0.0
28186,деревянного,1,0.0
28187,заросшего,1,0.0
28188,садом,2,0.0
28189,домочадцев,1,0.0
28190,повелительно,3,0.0
28191,отошли,1,0.0
28192,разбежалось,1,0.0
28193,шатким,1,0.0
28194,досчатым,2,0.0
28195,оштукатуренном,1,0.0
28196,бревенчатыми,1,0.0
28197,стенами,4,0.0
28198,живших,2,0.0
28199,пятен,1,0.0
28200,запущенности,1,0.0
28201,свежими,1,0.0
28202,яблоками,1,0.0
28203,волчьи,1,0.0
28204,складным,1,0.0
28205,стульями,4,0.0
28206,березовым,1,0.0
28207,диваном,2,0.0
28208,оборванным,1,0.0
28209,истасканным,1,0.0
28210,ковром,2,0.0
28211,расположиться,2,0.0
28212,невычистившеюся,1,0.0
28213,обчищая,3,0.0
28214,ширмы,1,0.0
28215,прорванными,1,0.0
28216,занавесками,1,0.0
28217,разделись,2,0.0
28218,поглядели,1,0.0
28219,подмигнула,2,0.0
28220,предлога,3,0.0
28221,дядюшку,8,0.0
28222,сюртуков,2,0.0
28223,фраков,1,0.0
28224,беспричинному,1,0.0
28225,видывал,1,0.0
28226,чубуком,1,0.0
28227,обрезанный,1,0.0
28228,чубук,2,0.0
28229,закладывая,2,0.0
28230,отъездила,1,0.0
28231,босая,2,0.0
28232,уставленным,2,0.0
28233,подносом,1,0.0
28234,двойным,2,0.0
28235,румяными,1,0.0
28236,гостеприимною,1,0.0
28237,представительностью,1,0.0
28238,привлекательностью,1,0.0
28239,движеньи,1,0.0
28240,оглянула,3,0.0
28241,поклонилась,1,0.0
28242,толщину,2,0.0
28243,обыкновенную,1,0.0
28244,заставлявшую,1,0.0
28245,выставлять,1,0.0
28246,экономка,1,0.0
28247,ступала,1,0.0
28248,поставила,6,0.0
28249,поднос,1,0.0
28250,пухлыми,1,0.0
28251,расставила,1,0.0
28252,закуски,4,0.0
28253,угощенья,1,0.0
28254,появление,5,0.0
28255,нахмуренных,1,0.0
28256,самодовольной,1,0.0
28257,морщила,2,0.0
28258,анисья,7,0.0
28259,федоровна,8,0.0
28260,травник,1,0.0
28261,наливки,2,0.0
28262,грибки,4,0.0
28263,лепешечки,1,0.0
28264,юраге,2,0.0
28265,сотовой,1,0.0
28266,мед,3,0.0
28267,вареный,1,0.0
28268,шипучий,1,0.0
28269,яблоки,1,0.0
28270,сырые,1,0.0
28271,каленые,1,0.0
28272,меду,3,0.0
28273,принесено,1,0.0
28274,анисьей,1,0.0
28275,федоровной,1,0.0
28276,варенье,1,0.0
28277,сахаре,1,0.0
28278,курица,2,0.0
28279,зажаренная,1,0.0
28280,варенья,1,0.0
28281,анисьи,5,0.0
28282,федоровны,5,0.0
28283,отзывалось,4,0.0
28284,сочностью,1,0.0
28285,покушайте,2,0.0
28286,лепешек,2,0.0
28287,букетом,1,0.0
28288,варений,1,0.0
28289,орехов,2,0.0
28290,курицы,1,0.0
28291,едала,2,0.0
28292,запивая,3,0.0
28293,вишневою,1,0.0
28294,наливкой,1,0.0
28295,ругае,1,0.0
28296,собаках,1,0.0
28297,разбудить,7,0.0
28298,просыпаясь,3,0.0
28299,приедут,3,0.0
28300,дрожки,7,0.0
28301,наступившего,1,0.0
28302,доживаю,1,0.0
28303,грешить,1,0.0
28304,красиво,4,0.0
28305,околотке,1,0.0
28306,благороднейшего,1,0.0
28307,бескорыстнейшего,1,0.0
28308,призывали,1,0.0
28309,семейные,3,0.0
28310,душеприказчиком,1,0.0
28311,общественной,4,0.0
28312,осень,2,0.0
28313,весну,2,0.0
28314,кауром,1,0.0
28315,мерине,1,0.0
28316,заросшем,2,0.0
28317,разберу,1,0.0
28318,отворите,1,0.0
28319,затворили,2,0.0
28320,колидор,1,0.0
28321,холостую,2,0.0
28322,охотническую,3,0.0
28323,называлась,1,0.0
28324,людская,1,0.0
28325,босые,7,0.0
28326,балалайки,1,0.0
28327,хорошую,2,0.0
28328,балалайку,2,0.0
28329,заведено,1,0.0
28330,охотнической,1,0.0
28331,балалайке,1,0.0
28332,невольным,2,0.0
28333,пренебрежением,2,0.0
28334,лучшими,1,0.0
28335,музыкальной,1,0.0
28336,балалайка,1,0.0
28337,настроил,3,0.0
28338,задребезжал,4,0.0
28339,барыню,3,0.0
28340,переборами,1,0.0
28341,перехватами,2,0.0
28342,мотив,5,0.0
28343,повторился,2,0.0
28344,настроивали,1,0.0
28345,дребезжали,2,0.0
28346,наскучивало,1,0.0
28347,прислонилась,2,0.0
28348,притолке,2,0.0
28349,похожею,1,0.0
28350,играет,6,0.0
28351,колене,1,0.0
28352,анисьюшка,2,0.0
28353,струны,3,0.0
28354,гитаре,5,0.0
28355,забросил,1,0.0
28356,легкой,2,0.0
28357,поступью,1,0.0
28358,гитару,6,0.0
28359,сдунул,1,0.0
28360,костлявыми,4,0.0
28361,крышке,1,0.0
28362,гитары,2,0.0
28363,театральным,2,0.0
28364,отставив,2,0.0
28365,шейки,1,0.0
28366,анисье,2,0.0
28367,федоровне,1,0.0
28368,звучный,1,0.0
28369,темпом,1,0.0
28370,отделывать,2,0.0
28371,ице,1,0.0
28372,степенным,3,0.0
28373,закраснелась,1,0.0
28374,платочком,1,0.0
28375,вдохновенным,1,0.0
28376,смеялось,2,0.0
28377,седым,3,0.0
28378,усом,1,0.0
28379,расходилась,1,0.0
28380,ускорялся,1,0.0
28381,переборов,1,0.0
28382,отрывалось,1,0.0
28383,вскочивши,1,0.0
28384,нравилась,6,0.0
28385,заиграл,2,0.0
28386,холодной,3,0.0
28387,ключевой,1,0.0
28388,кричит,5,0.0
28389,перебор,1,0.0
28390,шевельнул,1,0.0
28391,застонала,2,0.0
28392,зависела,2,0.0
28393,весельчаком,1,0.0
28394,весельчак,1,0.0
28395,наивную,1,0.0
28396,аккуратную,1,0.0
28397,пляской,1,0.0
28398,оторвавшею,1,0.0
28399,накинут,1,0.0
28400,забежала,1,0.0
28401,подперши,1,0.0
28402,боки,1,0.0
28403,всосала,1,0.0
28404,воздуха,2,0.0
28405,воспитанная,1,0.0
28406,эмигранткой,1,0.0
28407,француженкой,3,0.0
28408,вытеснить,1,0.0
28409,неподражаемые,1,0.0
28410,изучаемые,1,0.0
28411,хитро,5,0.0
28412,охватил,7,0.0
28413,любовались,1,0.0
28414,необходимый,2,0.0
28415,грациозную,1,0.0
28416,чужую,2,0.0
28417,шелку,1,0.0
28418,бархате,1,0.0
28419,воспитанную,1,0.0
28420,пляску,2,0.0
28421,муженька,1,0.0
28422,значила,1,0.0
28423,сметь,2,0.0
28424,сыграть,1,0.0
28425,сыграл,1,0.0
28426,пороша,3,0.0
28427,выпадала,1,0.0
28428,песне,2,0.0
28429,заключается,8,0.0
28430,напев,6,0.0
28431,отдельного,2,0.0
28432,напева,1,0.0
28433,складу,2,0.0
28434,бессознательный,1,0.0
28435,восторге,5,0.0
28436,линейка,2,0.0
28437,посланных,1,0.0
28438,беспокоились,1,0.0
28439,снесли,2,0.0
28440,нежностью,5,0.0
28441,брод,5,0.0
28442,охотникам,1,0.0
28443,сырая,2,0.0
28444,шлепали,1,0.0
28445,невидной,1,0.0
28446,восприимчивой,1,0.0
28447,ловившей,1,0.0
28448,усвоивавшей,1,0.0
28449,разнообразнейшие,1,0.0
28450,запела,2,0.0
28451,ловила,3,0.0
28452,скачку,1,0.0
28453,лады,1,0.0
28454,ладен,2,0.0
28455,волшебном,4,0.0
28456,царстве,4,0.0
28457,повторяю,2,0.0
28458,предводителей,1,0.0
28459,сопряжена,1,0.0
28460,расходами,1,0.0
28461,поправлялись,1,0.0
28462,беспокойные,4,0.0
28463,продаже,1,0.0
28464,родового,1,0.0
28465,ростовского,1,0.0
