,word,frequency
58290,"отпускай,",1
58291,беспорядки,2
58292,предотвратить:,1
58293,"ночевали,",1
58294,выписал,1
58295,подачи,2
58296,прошения.—,1
58297,"останешься,",1
58298,займет?,1
58299,"андрей.алпатыч,",1
58300,кверху:—,1
58301,"покровитель,",1
58302,он.толпа,1
58303,алпатычу.,1
58304,уезжай,1
58305,увози,1
58306,"можешь,",1
58307,123в,1
58308,рязанскую,6
58309,подмосковную.,1
58310,аллее.на,1
58311,выставке,1
58312,"безучастно,",2
58313,муха,5
58314,"мертвеца,",2
58315,стукал,1
58316,колодке,1
58317,"лаптя,",1
58318,сливами,1
58319,"подолах,",1
58320,нарвали,1
58321,оранжерейных,1
58322,"деревьев,",1
58323,выразившимся,1
58324,"испугом,",2
58325,меньшую,3
58326,товарку,1
58327,спряталась,1
58328,"березу,",1
58329,подобрать,1
58330,рассыпавшиеся,1
58331,зеленые,3
58332,сливы.князь,1
58333,испуганно-поспешно,1
58334,девочку.,1
58335,успокоительное,2
58336,законных,1
58337,унести,2
58338,доесть,1
58339,"сливы,",1
58340,"пойманными,",1
58341,предприятию.,1
58342,"голосками,",1
58343,"подолы,",1
58344,траве,2
58345,луга,1
58346,загорелыми,1
58347,босыми,4
58348,ноженками.князь,1
58349,освежился,1
58350,района,1
58351,"привале,",4
58352,полудня.,3
58353,невыносимо,2
58354,пекло,1
58355,сюртук.,1
58356,"гудевшими,",1
58357,тиной,1
58358,свежестью,4
58359,грязная,2
58360,"пруд,",2
58361,неслись,3
58362,хохот.,3
58363,мутный,1
58364,четверти,2
58365,заливая,1
58366,"человеческими,",1
58367,"солдатскими,",1
58368,"голыми,",1
58369,барахтающимися,1
58370,"телами,",1
58371,кирпично-красными,1
58372,124лицами,1
58373,шеями.,1
58374,"голое,",2
58375,"мясо,",2
58376,"гиком,",1
58377,барахталось,1
58378,"луже,",1
58379,"караси,",1
58380,набитые,1
58381,лейку.,1
58382,"барахтанье,",1
58383,грустно.один,2
58384,ремешком,1
58385,"икрой,",1
58386,отступал,1
58387,разбежаться,1
58388,бултыхнуться,1
58389,пояс,1
58390,подергивая,3
58391,мускулистым,2
58392,"станом,",1
58393,поливая,1
58394,кисти,2
58395,шлепанье,2
58396,"визг,",1
58397,уханье.на,1
58398,"берегах,",2
58399,"пруде,",1
58400,"здоровое,",1
58401,мускулистое,1
58402,мясо.,3
58403,"носиком,",2
58404,обтирался,1
58405,полотенцем,1
58406,"застыдился,",1
58407,изволили!,1
58408,поморщившись.—,1
58409,очистим,1
58410,"неодетый,",1
58411,очищать.—,1
58412,хочет.—,2
58413,какой?,1
58414,заторопились,1
58415,успокоить.,2
58416,облиться,1
58417,"сарае.«мясо,",1
58418,canon!»1,1
58419,"тел,",3
58420,полоскавшихся,1
58421,пруде.—————7-го,1
58422,стоянке,1
58423,михайловке,1
58424,следующее:«милостивый,1
58425,алексей,6
58426,андреевич».(он,1
58427,"аракчееву,",2
58428,прочтено,1
58429,"способен,",1
58430,слово.)«я,1
58431,оставлении,7
58432,"отчаянии,",2
58433,[мясо,1
58434,пушек!]125самое,1
58435,напрасну,1
58436,бросили.,1
58437,убедительнейшим,1
58438,писал;,1
58439,согласило.,1
58440,клянусь,2
58441,"честью,",3
58442,"мешке,",1
58443,"дерутся,",4
58444,15-ю,1
58445,35-ти,2
58446,14-ти,1
58447,должно.,4
58448,"доносит,",1
58449,"велика,",2
58450,неправда;,2
58451,война!,1
58452,бездну...«чтó,1
58453,дня?,1
58454,ушли;,1
58455,напоить,1
58456,"отступит,",1
58457,уходит.,1
58458,москву...«слух,1
58459,"носится,",1
58460,"помириться,",1
58461,сохрани!,1
58462,пожертвований,2
58463,сумасбродных,1
58464,отступлений,2
58465,мириться:,1
58466,поставите,1
58467,поставит,4
58468,мундир.,1
58469,ногах...«надо,1
58470,двум.,1
58471,министерству;,1
58472,"дрянной,",1
58473,отечества...,1
58474,схожу,1
58475,досады;,1
58476,типу.,1
58477,гибели,2
58478,армиею,2
58479,готовьте,1
58480,мастерским,1
58481,подозрение,1
58482,вольцоген.,1
58483,повинуюсь,2
58484,"капрал,",7
58485,больно;,1
58486,повинуюсь.,1
58487,жаль,3
58488,вверяет,1
58489,славную,1
58490,"вообразите,",1
58491,ретирадою,1
58492,потеряли,10
58493,"наступали,",1
58494,126что,1
58495,страшимся,1
58496,усердное,1
58497,сволочам,1
58498,вселяем,1
58499,подданного,1
58500,посрамление?,1
58501,трусить,1
58502,"нерешим,",1
58503,"бестолков,",1
58504,медлителен,1
58505,плачет,1
58506,ругают,1
58507,смерть...»vi.в,1
58508,"подразделений,",1
58509,явлениях,1
58510,подразделить,1
58511,преобладает,2
58512,форма.,1
58513,противуположность,4
58514,"деревенской,",1
58515,"земской,",1
58516,"губернской,",1
58517,отнести,4
58518,салонную.,1
58519,неизменна.с,1
58520,мирились,1
58521,ссорились,2
58522,"бонапартом,",1
58523,конституции,1
58524,разделывали,1
58525,успехах,1
58526,"успехах,",1
58527,потакании,1
58528,европейских,5
58529,злостный,1
58530,"заговор,",3
58531,представительницей,2
58532,замечательно-умною,1
58533,"францией,",2
58534,собиравшихся,1
58535,миром.в,1
58536,кружках-салонах,1
58537,произведены,2
58538,демонстрации,1
58539,принимались,1
58540,закоренелые,1
58541,"легитимисты,",1
58542,патриотическая,1
58543,труппы,1
58544,событиями,1
58545,следилось,1
58546,"жадно,",2
58547,распускались,1
58548,"127элен,",1
58549,"румянцевском,",1
58550,"французском,",1
58551,опровергались,1
58552,обсуживались,2
58553,примирению.,1
58554,присоветывал,1
58555,приготавливаться,1
58556,отъезду,1
58557,казань,2
58558,женским,1
58559,учебным,1
58560,"заведениям,",1
58561,находящимся,1
58562,покровительством,2
58563,императрицы-матери.,1
58564,"вообще,",6
58565,"демонстрациями,",1
58566,кончатся,1
58567,(всякий,1
58568,"нее),",1
58569,осмеивали,1
58570,прибыло,1
58571,петербург.в,1
58572,восторгами,1
58573,плутарх,1
58574,древних.,2
58575,звено,1
58576,соединения,2
58577,кружками.,1
58578,amie1,1
58579,salon,1
58580,diplomatique,1
58581,fille2,1
58582,беспрестанных,1
58583,переездах,1
58584,наоборот.вскоре,1
58585,разговорился,3
58586,выбранного,1
58587,ополчения,5
58588,заседающего,1
58589,казенной,1
58590,палате,1
58591,"ратников,",2
58592,предположение,4
58593,удовлетворил,1
58594,требованиям.анна,1
58595,неприятностей,1
58596,государю.—,1
58597,"собрании,",1
58598,послушали.,1
58599,достойному,3
58600,другу2,1
58601,дочери3,1
58602,"достоинствами,128избрание",1
58603,послушали.—,1
58604,мания,1
58605,"фрондировать,",1
58606,кем?,1
58607,обезьянничать,1
58608,"восторгам,",1
58609,спутавшись,2
58610,подсмеиваться,1
58611,"восторгами,",1
58612,восхищаться,2
58613,поправился.,1
58614,заседать,1
58615,"палате,",1
58616,restera,1
58617,peine!1,1
58618,засыпает,1
58619,нравов!,1
58620,рекомендовал,2
58621,букареште!,1
58622,качествах,1
58623,дряхлого,1
58624,"слепого,",1
58625,слепого?,1
58626,видит.,3
58627,жмурки,2
58628,играть...,1
58629,видит!никто,1
58630,это.24-го,1
58631,справедливо.,2
58632,29,1
58633,пожаловано,1
58634,достоинство.,1
58635,означать,3
58636,"отделаться,",1
58637,8-го,3
58638,собран,1
58639,"салтыкова,",1
58640,"вязьмитинова,",1
58641,лопухина,2
58642,обсуждения,2
58643,неудачи,4
58644,разноначалий,1
58645,составлявшие,2
58646,"комитет,",2
58647,короткого,3
58648,"совещания,",1
58649,полномочным,1
58650,войсками.9-го,1
58651,mérite.2,1
58652,попечителем,2
58653,учебного,4
